,prediction,time
65,653.4420996570587,2023-05-14 17:00:00
66,409.57868003845215,2023-05-14 18:00:00
67,108.07425303190946,2023-05-14 19:00:00
68,0.0,2023-05-14 20:00:00
69,0.0,2023-05-14 21:00:00
70,0.0,2023-05-14 22:00:00
71,0.0,2023-05-14 23:00:00
72,0.0,2023-05-18 00:00:00
73,0.0,2023-05-18 01:00:00
74,14.288976002335549,2023-05-18 02:00:00
75,105.79992553830148,2023-05-18 03:00:00
76,441.71960229873656,2023-05-18 04:00:00
77,1322.0305982971192,2023-05-18 05:00:00
78,2553.381600341797,2023-05-18 06:00:00
79,3834.254609375,2023-05-18 07:00:00
80,3629.885591430664,2023-05-18 08:00:00
81,3191.115419921875,2023-05-18 09:00:00
82,3473.685602416992,2023-05-18 10:00:00
83,3800.814591979981,2023-05-18 11:00:00
84,3328.855198669434,2023-05-18 12:00:00
85,2733.884998321533,2023-05-18 13:00:00
86,3055.8989978027344,2023-05-18 14:00:00
87,2500.3528033447265,2023-05-18 15:00:00
88,1805.5553903198245,2023-05-18 16:00:00
89,763.1093815612793,2023-05-18 17:00:00
90,327.4779789543152,2023-05-18 18:00:00
91,139.9833282995224,2023-05-18 19:00:00
92,11.163332658112047,2023-05-18 20:00:00
93,0.0,2023-05-18 21:00:00
94,0.0,2023-05-18 22:00:00
95,0.0,2023-05-18 23:00:00
96,0.0,2023-05-20 00:00:00
97,0.0,2023-05-20 01:00:00
98,42.94438949346542,2023-05-20 02:00:00
99,219.65815116882325,2023-05-20 03:00:00
100,548.8029816436767,2023-05-20 04:00:00
101,1379.8928050231934,2023-05-20 05:00:00
102,2551.777767333984,2023-05-20 06:00:00
103,3734.231611328125,2023-05-20 07:00:00
104,3938.627001953125,2023-05-20 08:00:00
105,4234.826206054688,2023-05-20 09:00:00
106,4621.823831787109,2023-05-20 10:00:00
107,4701.439622802734,2023-05-20 11:00:00
108,4635.558431396485,2023-05-20 12:00:00
109,4060.2539880371096,2023-05-20 13:00:00
110,3470.590211181641,2023-05-20 14:00:00
111,2691.8847863769533,2023-05-20 15:00:00
112,2023.3619940185547,2023-05-20 16:00:00
113,1170.131552095413,2023-05-20 17:00:00
114,425.6069357299805,2023-05-20 18:00:00
115,192.30962114334108,2023-05-20 19:00:00
116,19.85723361194134,2023-05-20 20:00:00
117,0.0,2023-05-20 21:00:00
118,0.0,2023-05-20 22:00:00
119,0.0,2023-05-20 23:00:00
120,0.0,2023-05-21 00:00:00
121,0.0,2023-05-21 01:00:00
122,59.81790424644947,2023-05-21 02:00:00
123,258.2015222167969,2023-05-21 03:00:00
124,660.1885884857178,2023-05-21 04:00:00
125,1514.6010003662109,2023-05-21 05:00:00
126,2720.6761877441404,2023-05-21 06:00:00
127,3692.651623535157,2023-05-21 07:00:00
128,3824.671395263672,2023-05-21 08:00:00
129,3741.476173706055,2023-05-21 09:00:00
130,3368.5234188842774,2023-05-21 10:00:00
131,2716.5137965393064,2023-05-21 11:00:00
132,2989.839592895508,2023-05-21 12:00:00
133,2941.925809020996,2023-05-21 13:00:00
134,3161.908205566406,2023-05-21 14:00:00
135,2488.488190612793,2023-05-21 15:00:00
136,1862.1921978759765,2023-05-21 16:00:00
137,972.5511055469512,2023-05-21 17:00:00
138,459.0503567504883,2023-05-21 18:00:00
139,210.3369539833069,2023-05-21 19:00:00
140,25.16916846513748,2023-05-21 20:00:00
141,0.0,2023-05-21 21:00:00
142,0.0,2023-05-21 22:00:00
143,0.0,2023-05-21 23:00:00
144,0.0,2023-05-22 00:00:00
145,0.0,2023-05-22 01:00:00
146,88.48460057497024,2023-05-22 02:00:00
147,302.70557777404787,2023-05-22 03:00:00
148,736.2717944335938,2023-05-22 04:00:00
149,1905.765400390625,2023-05-22 05:00:00
150,2988.275388183594,2023-05-22 06:00:00
151,3850.882222900391,2023-05-22 07:00:00
152,4121.51957397461,2023-05-22 08:00:00
153,4456.6896142578125,2023-05-22 09:00:00
154,4343.675606689453,2023-05-22 10:00:00
155,4229.618778076172,2023-05-22 11:00:00
156,3542.7964025878905,2023-05-22 12:00:00
157,3301.623588867188,2023-05-22 13:00:00
158,3178.3422192382814,2023-05-22 14:00:00
159,2517.9769956970213,2023-05-22 15:00:00
160,1925.257404937744,2023-05-22 16:00:00
161,1080.6358465576172,2023-05-22 17:00:00
162,587.9234748840332,2023-05-22 18:00:00
163,216.3530683708191,2023-05-22 19:00:00
164,26.0271002843976,2023-05-22 20:00:00
165,0.0,2023-05-22 21:00:00
166,0.0,2023-05-22 22:00:00
167,0.0,2023-05-22 23:00:00
168,0.0,2023-05-23 00:00:00
169,0.0,2023-05-23 01:00:00
170,20.848024559020995,2023-05-23 02:00:00
171,112.72753845214844,2023-05-23 03:00:00
172,232.4415495491028,2023-05-23 04:00:00
173,312.2591967391968,2023-05-23 05:00:00
174,401.035796585083,2023-05-23 06:00:00
175,526.4093992614746,2023-05-23 07:00:00
176,677.8816004180908,2023-05-23 08:00:00
177,769.4368016052246,2023-05-23 09:00:00
178,857.6545999908448,2023-05-23 10:00:00
179,1397.3145969390869,2023-05-23 11:00:00
180,1974.6297857666016,2023-05-23 12:00:00
181,2307.124579238892,2023-05-23 13:00:00
182,2108.933186950684,2023-05-23 14:00:00
183,2127.993999938965,2023-05-23 15:00:00
184,1284.271997718811,2023-05-23 16:00:00
185,720.3545950317383,2023-05-23 17:00:00
186,340.66285680770875,2023-05-23 18:00:00
187,185.101092748642,2023-05-23 19:00:00
188,27.68336835026741,2023-05-23 20:00:00
189,0.0,2023-05-23 21:00:00
190,0.0,2023-05-23 22:00:00
191,0.0,2023-05-23 23:00:00
192,0.0,2023-05-25 00:00:00
193,0.0,2023-05-25 01:00:00
194,70.93012208461761,2023-05-25 02:00:00
195,226.0591183376312,2023-05-25 03:00:00
196,412.534998626709,2023-05-25 04:00:00
197,1076.0926005363465,2023-05-25 05:00:00
198,1757.1488092041016,2023-05-25 06:00:00
199,2543.826992340088,2023-05-25 07:00:00
200,2349.9057931518555,2023-05-25 08:00:00
201,2333.5334030151366,2023-05-25 09:00:00
202,2331.687601318359,2023-05-25 10:00:00
203,2375.8394128417967,2023-05-25 11:00:00
204,2401.5288037109376,2023-05-25 12:00:00
205,2545.9434048461912,2023-05-25 13:00:00
206,2440.952788848877,2023-05-25 14:00:00
207,1478.952206115723,2023-05-25 15:00:00
208,888.2038019561768,2023-05-25 16:00:00
209,504.0504277801514,2023-05-25 17:00:00
210,227.74670616149905,2023-05-25 18:00:00
211,92.68858415603636,2023-05-25 19:00:00
212,14.723821387588975,2023-05-25 20:00:00
213,0.0,2023-05-25 21:00:00
214,0.0,2023-05-25 22:00:00
215,0.0,2023-05-25 23:00:00
216,0.0,2023-05-27 00:00:00
217,0.0,2023-05-27 01:00:00
218,24.563728917837143,2023-05-27 02:00:00
219,122.68887994766236,2023-05-27 03:00:00
220,247.69279977798465,2023-05-27 04:00:00
221,361.7899980545044,2023-05-27 05:00:00
222,661.0691941070556,2023-05-27 06:00:00
223,1244.4674001312255,2023-05-27 07:00:00
224,2854.82118927002,2023-05-27 08:00:00
225,2995.12618560791,2023-05-27 09:00:00
226,2158.2747872924806,2023-05-27 10:00:00
227,2204.285601196289,2023-05-27 11:00:00
228,1302.5935968017577,2023-05-27 12:00:00
229,977.5589958190918,2023-05-27 13:00:00
230,855.4039947509766,2023-05-27 14:00:00
231,827.7763981628418,2023-05-27 15:00:00
232,681.4456006622314,2023-05-27 16:00:00
233,315.30519756317136,2023-05-27 17:00:00
234,296.9382265472412,2023-05-27 18:00:00
235,92.75997452139856,2023-05-27 19:00:00
236,17.931839537620544,2023-05-27 20:00:00
237,0.0,2023-05-27 21:00:00
238,0.0,2023-05-27 22:00:00
239,0.0,2023-05-27 23:00:00
240,0.0,2023-05-28 00:00:00
241,0.0,2023-05-28 01:00:00
242,21.254224569797515,2023-05-28 02:00:00
243,149.18784943580627,2023-05-28 03:00:00
244,385.0706967544556,2023-05-28 04:00:00
245,1174.694402370453,2023-05-28 05:00:00
246,1816.1109980773929,2023-05-28 06:00:00
247,2486.351984710693,2023-05-28 07:00:00
248,2071.19,2023-05-28 08:00:00
249,1706.4189961242676,2023-05-28 09:00:00
250,1626.7921903991698,2023-05-28 10:00:00
251,1673.7247904968262,2023-05-28 11:00:00
252,2051.4515884399416,2023-05-28 12:00:00
253,2081.837994384766,2023-05-28 13:00:00
254,2185.1279986572267,2023-05-28 14:00:00
255,2030.1093964767456,2023-05-28 15:00:00
256,1932.702188873291,2023-05-28 16:00:00
257,1036.136446762085,2023-05-28 17:00:00
258,520.1827507209778,2023-05-28 18:00:00
259,191.30252628326417,2023-05-28 19:00:00
260,52.7152627441287,2023-05-28 20:00:00
261,0.0,2023-05-28 21:00:00
262,0.0,2023-05-28 22:00:00
263,0.0,2023-05-28 23:00:00
264,0.0,2023-05-30 00:00:00
265,5.970499637126923,2023-05-30 01:00:00
266,73.46053369045258,2023-05-30 02:00:00
267,176.79397442817688,2023-05-30 03:00:00
268,362.2162675476074,2023-05-30 04:00:00
269,720.6792967987061,2023-05-30 05:00:00
270,1182.528596763611,2023-05-30 06:00:00
271,1563.5223904418945,2023-05-30 07:00:00
272,1458.648399658203,2023-05-30 08:00:00
273,2014.6851953125,2023-05-30 09:00:00
274,1846.7790112304688,2023-05-30 10:00:00
275,1826.4972024536128,2023-05-30 11:00:00
276,1915.2803861999512,2023-05-30 12:00:00
277,1492.526192398071,2023-05-30 13:00:00
278,1435.4977952575684,2023-05-30 14:00:00
279,1194.25900226593,2023-05-30 15:00:00
280,1002.7423934936523,2023-05-30 16:00:00
281,487.6340249633789,2023-05-30 17:00:00
282,199.50811046600344,2023-05-30 18:00:00
283,136.4735530424118,2023-05-30 19:00:00
284,18.02120737940073,2023-05-30 20:00:00
285,0.0,2023-05-30 21:00:00
286,0.0,2023-05-30 22:00:00
287,0.0,2023-05-30 23:00:00
288,0.0,2023-06-01 00:00:00
289,0.0,2023-06-01 01:00:00
290,83.53069315195084,2023-06-01 02:00:00
291,215.9699491882324,2023-06-01 03:00:00
292,400.7731586265564,2023-06-01 04:00:00
293,823.0196060180664,2023-06-01 05:00:00
294,1634.7452024078368,2023-06-01 06:00:00
295,1817.312191543579,2023-06-01 07:00:00
296,1529.5103948974609,2023-06-01 08:00:00
297,2070.6267958831786,2023-06-01 09:00:00
298,2235.745597381592,2023-06-01 10:00:00
299,2134.952592010498,2023-06-01 11:00:00
300,1523.642985458374,2023-06-01 12:00:00
301,1385.1111988067628,2023-06-01 13:00:00
302,1461.8141952514648,2023-06-01 14:00:00
303,1316.634005393982,2023-06-01 15:00:00
304,1045.0263975524902,2023-06-01 16:00:00
305,738.6336287689209,2023-06-01 17:00:00
306,430.2997819137573,2023-06-01 18:00:00
307,184.750221824646,2023-06-01 19:00:00
308,53.40087123572826,2023-06-01 20:00:00
309,0.0,2023-06-01 21:00:00
310,0.0,2023-06-01 22:00:00
311,0.0,2023-06-01 23:00:00
312,0.0,2023-06-02 00:00:00
313,0.0,2023-06-02 01:00:00
314,67.41186310023069,2023-06-02 02:00:00
315,212.54071239471435,2023-06-02 03:00:00
316,406.7458757591248,2023-06-02 04:00:00
317,706.151589050293,2023-06-02 05:00:00
318,1371.1631951904296,2023-06-02 06:00:00
319,2000.3565927124023,2023-06-02 07:00:00
320,2566.6585913085937,2023-06-02 08:00:00
321,2926.112181396484,2023-06-02 09:00:00
322,3039.361569824219,2023-06-02 10:00:00
323,2135.368387908936,2023-06-02 11:00:00
324,2035.6313912963867,2023-06-02 12:00:00
325,1798.1259956359863,2023-06-02 13:00:00
326,1327.262188568115,2023-06-02 14:00:00
327,752.5495948791504,2023-06-02 15:00:00
328,657.1751973342896,2023-06-02 16:00:00
329,467.2056488037109,2023-06-02 17:00:00
330,223.2966278648377,2023-06-02 18:00:00
331,137.73824314594268,2023-06-02 19:00:00
332,20.94346500903368,2023-06-02 20:00:00
333,0.0,2023-06-02 21:00:00
334,0.0,2023-06-02 22:00:00
335,0.0,2023-06-02 23:00:00
336,0.0,2023-06-03 00:00:00
337,0.0,2023-06-03 01:00:00
338,27.189818942546843,2023-06-03 02:00:00
339,130.6129291152954,2023-06-03 03:00:00
340,272.289105758667,2023-06-03 04:00:00
341,511.7402521133423,2023-06-03 05:00:00
342,866.4391981124878,2023-06-03 06:00:00
343,1031.8022016143798,2023-06-03 07:00:00
344,1178.302391281128,2023-06-03 08:00:00
345,1448.7000051879884,2023-06-03 09:00:00
346,1574.1043951416016,2023-06-03 10:00:00
347,1789.7792030334472,2023-06-03 11:00:00
348,1701.5129971313477,2023-06-03 12:00:00
349,1397.3256033325194,2023-06-03 13:00:00
350,1210.864598236084,2023-06-03 14:00:00
351,1095.1314021301268,2023-06-03 15:00:00
352,924.1759972381592,2023-06-03 16:00:00
353,533.9812748718261,2023-06-03 17:00:00
354,274.863648853302,2023-06-03 18:00:00
355,122.06311626434326,2023-06-03 19:00:00
356,30.797559425532818,2023-06-03 20:00:00
357,0.0,2023-06-03 21:00:00
358,0.0,2023-06-03 22:00:00
359,0.0,2023-06-03 23:00:00
360,0.0,2023-06-04 00:00:00
361,5.96497412389901,2023-06-04 01:00:00
362,47.86054152905941,2023-06-04 02:00:00
363,136.18067679882049,2023-06-04 03:00:00
364,311.81616083145144,2023-06-04 04:00:00
365,468.9153998374939,2023-06-04 05:00:00
366,954.639397506714,2023-06-04 06:00:00
367,1191.7839978027343,2023-06-04 07:00:00
368,1593.4248020935058,2023-06-04 08:00:00
369,1992.964614868164,2023-06-04 09:00:00
370,1957.234396972656,2023-06-04 10:00:00
371,2383.512999572754,2023-06-04 11:00:00
372,2237.694802856445,2023-06-04 12:00:00
373,2092.659783325196,2023-06-04 13:00:00
374,1100.7369957733154,2023-06-04 14:00:00
375,1189.6192040252686,2023-06-04 15:00:00
376,1206.270998764038,2023-06-04 16:00:00
377,773.3043925476074,2023-06-04 17:00:00
378,437.1273377609253,2023-06-04 18:00:00
379,156.9233297252655,2023-06-04 19:00:00
380,18.157785056829454,2023-06-04 20:00:00
381,0.0,2023-06-04 21:00:00
382,0.0,2023-06-04 22:00:00
383,0.0,2023-06-04 23:00:00
384,0.0,2023-06-06 00:00:00
385,0.0,2023-06-06 01:00:00
386,28.82738997876644,2023-06-06 02:00:00
387,158.66772535324097,2023-06-06 03:00:00
388,287.75571825027464,2023-06-06 04:00:00
389,458.60242553710935,2023-06-06 05:00:00
390,636.4005981445313,2023-06-06 06:00:00
391,857.1442077636718,2023-06-06 07:00:00
392,1035.5862010955811,2023-06-06 08:00:00
393,1356.2559956359864,2023-06-06 09:00:00
394,1424.1501945495606,2023-06-06 10:00:00
395,1494.792202758789,2023-06-06 11:00:00
396,1680.4546020507812,2023-06-06 12:00:00
397,1619.0174012756347,2023-06-06 13:00:00
398,1571.9858025360109,2023-06-06 14:00:00
399,1070.867597579956,2023-06-06 15:00:00
400,910.3468046188354,2023-06-06 16:00:00
401,577.0066080474853,2023-06-06 17:00:00
402,415.65094787597656,2023-06-06 18:00:00
403,175.85066471099853,2023-06-06 19:00:00
404,67.99661897808313,2023-06-06 20:00:00
405,0.0,2023-06-06 21:00:00
406,0.0,2023-06-06 22:00:00
407,0.0,2023-06-06 23:00:00
408,0.0,2023-06-09 00:00:00
409,21.16007031083107,2023-06-09 01:00:00
410,149.95189865112306,2023-06-09 02:00:00
411,329.6697999191284,2023-06-09 03:00:00
412,793.0045906066895,2023-06-09 04:00:00
413,1860.727013244629,2023-06-09 05:00:00
414,3086.65059753418,2023-06-09 06:00:00
415,3766.745389404297,2023-06-09 07:00:00
416,4279.7392065429685,2023-06-09 08:00:00
417,4668.364792480469,2023-06-09 09:00:00
418,4728.059592285156,2023-06-09 10:00:00
419,4722.181220703125,2023-06-09 11:00:00
420,4545.65765625,2023-06-09 12:00:00
421,4106.777379150391,2023-06-09 13:00:00
422,3419.079400634765,2023-06-09 14:00:00
423,2778.8178051757814,2023-06-09 15:00:00
424,2035.101211242676,2023-06-09 16:00:00
425,1226.3305920410155,2023-06-09 17:00:00
426,542.5551163482666,2023-06-09 18:00:00
427,329.8331251525879,2023-06-09 19:00:00
428,117.9385185071826,2023-06-09 20:00:00
429,0.0,2023-06-09 21:00:00
430,0.0,2023-06-09 22:00:00
431,0.0,2023-06-09 23:00:00
432,0.0,2023-06-11 00:00:00
433,18.187101888358598,2023-06-11 01:00:00
434,142.63853322029115,2023-06-11 02:00:00
435,358.6341994667053,2023-06-11 03:00:00
436,815.3240093231201,2023-06-11 04:00:00
437,1461.4182055664062,2023-06-11 05:00:00
438,2134.4619912719727,2023-06-11 06:00:00
439,2938.5135748291013,2023-06-11 07:00:00
440,3476.334384460449,2023-06-11 08:00:00
441,4299.642592773437,2023-06-11 09:00:00
442,3920.322998046875,2023-06-11 10:00:00
443,3343.331212768555,2023-06-11 11:00:00
444,2050.8333938598635,2023-06-11 12:00:00
445,1465.668593826294,2023-06-11 13:00:00
446,1050.9839936828614,2023-06-11 14:00:00
447,1242.8218002319336,2023-06-11 15:00:00
448,1099.8388708877565,2023-06-11 16:00:00
449,607.1135040283203,2023-06-11 17:00:00
450,307.39270196914674,2023-06-11 18:00:00
451,188.8581297683716,2023-06-11 19:00:00
452,41.78854876548052,2023-06-11 20:00:00
453,0.0,2023-06-11 21:00:00
454,0.0,2023-06-11 22:00:00
455,0.0,2023-06-11 23:00:00
456,0.0,2023-06-13 00:00:00
457,7.283238833546639,2023-06-13 01:00:00
458,52.97589330285788,2023-06-13 02:00:00
459,231.423093585968,2023-06-13 03:00:00
460,389.7175705718994,2023-06-13 04:00:00
461,1012.2981259536743,2023-06-13 05:00:00
462,2325.118406829834,2023-06-13 06:00:00
463,3327.145780029297,2023-06-13 07:00:00
464,3691.012595825195,2023-06-13 08:00:00
465,3538.3568096923827,2023-06-13 09:00:00
466,4006.105445556641,2023-06-13 10:00:00
467,4419.368848876953,2023-06-13 11:00:00
468,4253.286470336914,2023-06-13 12:00:00
469,3795.413548583984,2023-06-13 13:00:00
470,3442.9560119628904,2023-06-13 14:00:00
471,2984.493581542969,2023-06-13 15:00:00
472,2154.596406555176,2023-06-13 16:00:00
473,1232.600582885742,2023-06-13 17:00:00
474,608.8730969238281,2023-06-13 18:00:00
475,381.2330937194824,2023-06-13 19:00:00
476,145.67120533943176,2023-06-13 20:00:00
477,11.719603841900826,2023-06-13 21:00:00
478,0.0,2023-06-13 22:00:00
479,0.0,2023-06-13 23:00:00
480,0.0,2023-06-14 00:00:00
481,19.929686927199363,2023-06-14 01:00:00
482,110.90906686782836,2023-06-14 02:00:00
483,311.98973739624023,2023-06-14 03:00:00
484,723.3477355957032,2023-06-14 04:00:00
485,1629.6104052734374,2023-06-14 05:00:00
486,2881.0143896484374,2023-06-14 06:00:00
487,3724.384415283203,2023-06-14 07:00:00
488,4119.601219482422,2023-06-14 08:00:00
489,4838.732779541016,2023-06-14 09:00:00
490,4820.015209960938,2023-06-14 10:00:00
491,4688.710446777343,2023-06-14 11:00:00
492,4247.828288574219,2023-06-14 12:00:00
493,3814.6239453125,2023-06-14 13:00:00
494,3429.5338110351563,2023-06-14 14:00:00
495,2953.5197998046874,2023-06-14 15:00:00
496,2187.286199645996,2023-06-14 16:00:00
497,1257.5397778320312,2023-06-14 17:00:00
498,609.4085757446289,2023-06-14 18:00:00
499,380.6990200042725,2023-06-14 19:00:00
500,132.25314030647277,2023-06-14 20:00:00
501,12.42718832820654,2023-06-14 21:00:00
502,0.0,2023-06-14 22:00:00
503,0.0,2023-06-14 23:00:00
504,0.0,2023-06-18 00:00:00
505,14.486052014231682,2023-06-18 01:00:00
506,97.6258475458622,2023-06-18 02:00:00
507,295.8539574432373,2023-06-18 03:00:00
508,744.8241357421875,2023-06-18 04:00:00
509,1231.870199279785,2023-06-18 05:00:00
510,2480.9180084228515,2023-06-18 06:00:00
511,3321.25419921875,2023-06-18 07:00:00
512,3627.7692248535154,2023-06-18 08:00:00
513,4221.97162109375,2023-06-18 09:00:00
514,4220.568044433594,2023-06-18 10:00:00
515,3871.9955859375,2023-06-18 11:00:00
516,3338.431806640625,2023-06-18 12:00:00
517,3458.4373864746094,2023-06-18 13:00:00
518,2695.849211425781,2023-06-18 14:00:00
519,1937.531189117432,2023-06-18 15:00:00
520,1507.39599319458,2023-06-18 16:00:00
521,981.458653793335,2023-06-18 17:00:00
522,541.8987735939025,2023-06-18 18:00:00
523,272.00874422073366,2023-06-18 19:00:00
524,71.05516479969025,2023-06-18 20:00:00
525,0.0,2023-06-18 21:00:00
526,0.0,2023-06-18 22:00:00
527,0.0,2023-06-18 23:00:00
528,0.0,2023-06-19 00:00:00
529,12.486432481259108,2023-06-19 01:00:00
530,36.84551965117455,2023-06-19 02:00:00
531,148.66441499710083,2023-06-19 03:00:00
532,338.8617659378052,2023-06-19 04:00:00
533,755.110397605896,2023-06-19 05:00:00
534,1156.4387935638429,2023-06-19 06:00:00
535,1685.0833843994142,2023-06-19 07:00:00
536,1486.3068005371094,2023-06-19 08:00:00
537,813.7205990600586,2023-06-19 09:00:00
538,1380.6429907226564,2023-06-19 10:00:00
539,2895.7961993408203,2023-06-19 11:00:00
540,3528.3842071533204,2023-06-19 12:00:00
541,3512.425391845703,2023-06-19 13:00:00
542,3286.2433825683597,2023-06-19 14:00:00
543,2899.941005859375,2023-06-19 15:00:00
544,1986.9937954711916,2023-06-19 16:00:00
545,1098.0794076538086,2023-06-19 17:00:00
546,436.5506591796875,2023-06-19 18:00:00
547,257.19300037384033,2023-06-19 19:00:00
548,131.4761185836792,2023-06-19 20:00:00
549,6.97297587454319,2023-06-19 21:00:00
550,0.0,2023-06-19 22:00:00
551,0.0,2023-06-19 23:00:00
552,0.0,2023-06-22 00:00:00
553,0.0,2023-06-22 01:00:00
554,36.65737921625376,2023-06-22 02:00:00
555,169.21861847877503,2023-06-22 03:00:00
556,254.31683032989503,2023-06-22 04:00:00
557,322.3791991233826,2023-06-22 05:00:00
558,407.78539924621583,2023-06-22 06:00:00
559,794.1119990539551,2023-06-22 07:00:00
560,1458.9102001953124,2023-06-22 08:00:00
561,1753.7828033447263,2023-06-22 09:00:00
562,1852.4924118041995,2023-06-22 10:00:00
563,1790.580005493164,2023-06-22 11:00:00
564,1579.7298046875,2023-06-22 12:00:00
565,2076.5249856567384,2023-06-22 13:00:00
566,2571.9297929382324,2023-06-22 14:00:00
567,2356.096619567871,2023-06-22 15:00:00
568,1650.050598602295,2023-06-22 16:00:00
569,781.8161972045898,2023-06-22 17:00:00
570,355.16397499084474,2023-06-22 18:00:00
571,185.8363692474365,2023-06-22 19:00:00
572,62.30163840830326,2023-06-22 20:00:00
573,0.0,2023-06-22 21:00:00
574,0.0,2023-06-22 22:00:00
575,0.0,2023-06-22 23:00:00
576,0.0,2023-06-26 00:00:00
577,19.148241016864777,2023-06-26 01:00:00
578,108.35566739082336,2023-06-26 02:00:00
579,288.98595542907714,2023-06-26 03:00:00
580,695.4033410644531,2023-06-26 04:00:00
581,1574.7512133789062,2023-06-26 05:00:00
582,2646.9630059814453,2023-06-26 06:00:00
583,3695.8350183105463,2023-06-26 07:00:00
584,3462.652626953125,2023-06-26 08:00:00
585,3837.334553222656,2023-06-26 09:00:00
586,4015.17599609375,2023-06-26 10:00:00
587,3807.0647521972655,2023-06-26 11:00:00
588,3051.886177978516,2023-06-26 12:00:00
589,3039.262592773437,2023-06-26 13:00:00
590,2596.915200805664,2023-06-26 14:00:00
591,1798.4186026000978,2023-06-26 15:00:00
592,1292.898203125,2023-06-26 16:00:00
593,1027.626607971191,2023-06-26 17:00:00
594,449.1900445556641,2023-06-26 18:00:00
595,275.4793947601318,2023-06-26 19:00:00
596,136.31095345497133,2023-06-26 20:00:00
597,12.720317316204309,2023-06-26 21:00:00
598,0.0,2023-06-26 22:00:00
599,0.0,2023-06-26 23:00:00
600,0.0,2023-06-28 00:00:00
601,12.2831684166193,2023-06-28 01:00:00
602,109.55308564186096,2023-06-28 02:00:00
603,289.7512774658203,2023-06-28 03:00:00
604,691.1661358642579,2023-06-28 04:00:00
605,1540.3630029296876,2023-06-28 05:00:00
606,2485.0583984375,2023-06-28 06:00:00
607,3554.914012451172,2023-06-28 07:00:00
608,3714.950772705078,2023-06-28 08:00:00
609,3484.6415783691405,2023-06-28 09:00:00
610,4022.737401123047,2023-06-28 10:00:00
611,4120.72098022461,2023-06-28 11:00:00
612,4058.951594238282,2023-06-28 12:00:00
613,3230.7242041015625,2023-06-28 13:00:00
614,3242.0476013183597,2023-06-28 14:00:00
615,2100.056202850342,2023-06-28 15:00:00
616,1664.8983911132811,2023-06-28 16:00:00
617,976.11282371521,2023-06-28 17:00:00
618,547.3936465418338,2023-06-28 18:00:00
619,294.14694908142087,2023-06-28 19:00:00
620,141.28090327739716,2023-06-28 20:00:00
621,10.3010388417542,2023-06-28 21:00:00
622,0.0,2023-06-28 22:00:00
